Frame,Camera,Status,PointIdx,X,Y,Radius,Metric
27,2,Raw,0,743.698,652.306,35.754,0.1819
27,2,Raw,1,798.050,707.515,48.418,0.1204
27,3,Raw,0,675.729,675.433,34.318,0.0513
27,3,Raw,1,608.099,660.605,37.083,0.2385
27,3,Raw,2,846.650,681.854,49.124,0.1163
28,0,Raw,0,720.606,636.394,35.131,0.2775
28,0,Raw,1,928.728,685.804,47.410,0.1215
28,1,Raw,0,586.035,663.813,37.604,0.1884
28,1,Raw,1,698.988,677.421,52.034,0.1026
28,2,Raw,0,718.464,648.576,35.556,0.2364
28,2,Raw,1,800.806,713.813,48.317,0.1571
28,3,Raw,0,709.283,673.396,33.636,0.0569
28,3,Raw,1,641.715,656.326,36.712,0.2507
28,3,Raw,2,875.257,685.712,48.417,0.1115
29,0,Raw,0,788.223,669.106,32.563,0.0728
29,0,Raw,1,723.338,653.104,34.608,0.2908
29,0,Raw,2,953.185,679.622,48.714,0.1119
29,1,Raw,0,646.095,675.933,36.879,0.1672
29,1,Raw,1,690.948,669.447,55.726,0.0742
29,2,Raw,0,683.479,664.511,35.520,0.2468
29,2,Raw,1,823.310,712.536,48.596,0.1155
29,3,Raw,0,747.583,682.942,33.628,0.0565
29,3,Raw,1,687.463,674.409,36.872,0.2233
29,3,Raw,2,889.696,677.383,48.108,0.0891
30,0,Raw,0,803.341,677.451,32.743,0.0583
30,0,Raw,1,737.159,668.402,34.781,0.2683
30,0,Raw,2,972.534,676.837,47.395,0.1110
30,1,Raw,0,694.302,668.714,53.294,0.1407
30,2,Raw,0,660.116,679.777,35.488,0.2942
30,2,Raw,1,837.018,709.417,48.928,0.1280
30,3,Raw,0,735.085,686.848,37.254,0.2424
30,3,Raw,1,899.747,675.157,49.920,0.1099
31,0,Raw,0,812.680,679.243,32.343,0.0586
31,0,Raw,1,746.632,668.122,35.641,0.2421
31,0,Raw,2,976.187,677.975,48.402,0.1347
31,1,Raw,0,739.363,678.270,37.353,0.1520
31,1,Raw,1,689.355,666.555,52.166,0.0972
31,2,Raw,0,698.169,694.265,33.974,0.0502
31,2,Raw,1,643.135,677.804,35.559,0.2914
31,2,Raw,2,841.397,712.244,49.716,0.1574
31,3,Raw,0,766.606,683.841,37.949,0.1856
31,3,Raw,1,898.144,673.728,52.555,0.1203
32,0,Raw,0,813.451,679.087,32.529,0.0603
32,0,Raw,1,750.011,667.779,35.362,0.2429
32,0,Raw,2,968.170,678.785,47.543,0.1100
32,1,Raw,0,780.035,673.934,38.106,0.2408
32,1,Raw,1,688.655,669.621,53.350,0.1210
32,2,Raw,0,677.233,695.758,33.353,0.0593
32,2,Raw,1,619.334,677.533,34.916,0.2571
32,2,Raw,2,837.467,712.839,49.314,0.1463
32,3,Raw,0,797.270,682.531,37.126,0.1607
32,3,Raw,1,895.553,676.603,49.302,0.0892
33,0,Raw,0,824.503,684.249,31.703,0.0696
33,0,Raw,1,765.143,673.890,35.584,0.2687
33,0,Raw,2,972.771,682.400,47.389,0.0993
33,1,Raw,0,834.560,670.092,38.878,0.2564
33,1,Raw,1,714.661,668.922,52.258,0.1185
33,2,Raw,0,660.765,697.982,33.203,0.0588
33,2,Raw,1,595.528,682.645,35.327,0.2626
33,2,Raw,2,822.866,715.468,48.017,0.1171
33,3,Raw,0,846.940,683.967,37.312,0.1472
33,3,Raw,1,914.217,678.631,51.533,0.0668
34,0,Raw,0,851.602,688.144,32.607,0.0743
34,0,Raw,1,791.421,678.119,35.426,0.2355
34,0,Raw,2,995.791,687.425,48.185,0.1339
34,1,Raw,0,788.541,690.388,34.646,0.0688
34,1,Raw,1,905.556,663.592,37.755,0.2520
34,1,Raw,2,778.619,662.516,51.608,0.1168
34,2,Raw,0,633.296,703.905,32.112,0.0646
34,2,Raw,1,571.096,686.701,35.432,0.2266
34,2,Raw,2,799.713,722.035,49.310,0.1181
34,3,Raw,0,912.777,685.020,35.476,0.1512
34,3,Raw,1,976.367,679.914,52.974,0.0699
35,0,Raw,0,818.627,677.487,35.547,0.2340
35,0,Raw,1,1033.071,687.938,48.938,0.1245
35,1,Raw,0,870.874,676.829,32.289,0.0561
35,1,Raw,1,964.181,652.341,38.825,0.2728
35,1,Raw,2,859.004,648.659,51.499,0.1323
35,2,Raw,0,554.883,686.125,36.018,0.2810
35,2,Raw,1,776.736,721.274,49.053,0.1459
35,3,Raw,0,976.210,678.785,36.962,0.1860
35,3,Raw,1,1061.559,674.989,50.238,0.0746
36,0,Raw,0,918.876,683.187,31.589,0.0623
36,0,Raw,1,854.856,672.707,35.927,0.2439
36,0,Raw,2,1082.809,688.014,50.095,0.1418
36,1,Raw,0,988.752,638.869,38.069,0.2177
36,1,Raw,1,927.044,632.143,52.835,0.1509
36,2,Raw,0,562.426,683.040,34.997,0.3094
36,2,Raw,1,771.078,720.911,49.628,0.1036
36,3,Raw,0,1017.687,670.085,37.144,0.2069
36,3,Raw,1,1139.385,667.146,51.357,0.1304
37,0,Raw,0,963.741,679.303,32.421,0.0546
37,0,Raw,1,896.998,670.078,35.330,0.2167
37,0,Raw,2,1130.309,680.852,50.977,0.1254
37,1,Raw,0,981.603,634.527,33.183,0.1336
37,1,Raw,1,956.224,617.754,54.359,0.1684
37,2,Raw,0,774.748,742.678,30.945,0.0719
37,2,Raw,1,602.912,686.528,36.009,0.2813
37,2,Raw,2,790.368,718.767,49.161,0.1478
37,3,Raw,0,1041.535,665.617,36.913,0.2030
37,3,Raw,1,1198.234,656.217,49.596,0.1135
38,0,Raw,0,923.306,678.981,35.712,0.2229
38,0,Raw,1,1160.310,676.243,49.207,0.1425
38,1,Raw,0,955.952,642.565,36.027,0.1195
38,1,Raw,1,943.956,609.701,51.537,0.1866
38,2,Raw,0,636.354,699.030,35.922,0.3135
38,2,Raw,1,818.947,716.406,48.380,0.1566
38,2,Raw,2,805.553,741.259,85.709,0.0663
38,3,Raw,0,1046.210,672.712,36.695,0.2275
38,3,Raw,1,1208.901,649.565,51.734,0.1159
39,0,Raw,0,1006.150,684.951,32.101,0.0796
39,0,Raw,1,936.583,682.779,35.232,0.2911
39,0,Raw,2,1169.189,666.864,49.717,0.1265
39,1,Raw,0,894.335,651.064,37.790,0.1923
39,1,Raw,1,849.336,608.757,51.878,0.1644
39,2,Raw,0,732.647,713.730,31.934,0.0789
39,2,Raw,1,684.744,705.311,36.227,0.3715
39,2,Raw,2,885.156,710.957,48.742,0.1789
39,2,Raw,3,874.842,738.070,89.666,0.0513
39,3,Raw,0,1013.183,676.239,36.718,0.2054
39,3,Raw,1,1149.279,640.713,51.364,0.1128
40,0,Raw,0,989.635,670.865,32.737,0.0781
40,0,Raw,1,925.609,665.783,36.191,0.2194
40,0,Raw,2,1150.325,660.263,48.137,0.1252
40,1,Raw,0,802.603,645.401,37.719,0.2325
40,1,Raw,1,733.449,620.084,53.569,0.1614
40,2,Raw,0,734.673,690.213,35.708,0.3241
40,2,Raw,1,946.364,707.941,49.320,0.1717
40,3,Raw,0,940.749,662.793,37.851,0.2010
40,3,Raw,1,1049.906,638.735,54.921,0.1166
41,0,Raw,0,978.369,657.228,32.719,0.0757
41,0,Raw,1,918.045,650.105,35.351,0.2244
41,0,Raw,2,1126.386,649.597,49.123,0.0807
41,1,Raw,0,759.240,635.096,38.371,0.2779
41,1,Raw,1,643.081,622.041,51.796,0.1509
41,2,Raw,0,825.091,691.138,34.650,0.0790
41,2,Raw,1,757.581,675.528,35.540,0.2839
41,2,Raw,2,985.552,699.198,49.237,0.1283
41,3,Raw,0,906.741,648.491,37.786,0.1714
41,3,Raw,1,976.716,632.983,50.150,0.0846
42,0,Raw,0,963.670,662.685,35.845,0.2499
42,0,Raw,1,1116.887,649.719,48.156,0.1221
42,1,Raw,0,628.743,654.718,31.632,0.0599
42,1,Raw,1,804.326,637.305,37.951,0.2220
42,1,Raw,2,613.139,626.293,53.474,0.1024
42,2,Raw,0,760.872,690.359,35.306,0.2774
42,2,Raw,1,998.151,697.348,49.889,0.1385
42,3,Raw,0,972.066,660.379,34.234,0.1083
43,0,Raw,0,1076.662,669.756,35.654,0.1830
43,0,Raw,1,1126.978,638.773,50.107,0.0648
43,1,Raw,0,651.471,639.863,31.937,0.0674
43,1,Raw,1,817.231,622.256,33.919,0.0612
43,1,Raw,2,880.051,620.883,37.344,0.2940
43,1,Raw,3,633.907,610.813,51.924,0.1159
43,2,Raw,0,856.391,707.249,32.747,0.0539
43,2,Raw,1,796.989,706.133,35.500,0.3344
43,2,Raw,2,995.276,686.731,49.018,0.1374
43,3,Raw,0,984.518,649.536,30.544,0.0604
43,3,Raw,1,1106.496,651.255,36.990,0.2711
43,3,Raw,2,972.223,621.771,51.055,0.0997
44,0,Raw,0,1162.986,642.351,49.152,0.1172
44,1,Raw,0,861.974,589.235,33.032,0.0543
44,1,Raw,1,929.240,577.328,37.148,0.2688
44,1,Raw,2,678.912,606.486,51.993,0.1509
44,2,Raw,0,838.902,689.449,35.942,0.3244
44,2,Raw,1,990.970,692.712,48.639,0.1355
44,3,Raw,0,1046.299,645.843,31.759,0.0507
44,3,Raw,1,1211.370,617.079,36.591,0.2137
44,3,Raw,2,1025.059,621.181,49.427,0.0970
45,0,Raw,0,1165.641,640.114,34.841,0.1542
45,1,Raw,0,754.967,620.506,30.408,0.0804
45,1,Raw,1,915.478,578.236,33.595,0.0537
45,1,Raw,2,978.494,567.327,38.061,0.2957
45,1,Raw,3,860.067,566.929,39.513,0.0570
45,1,Raw,4,733.680,595.977,51.347,0.1396
45,2,Raw,0,799.432,680.249,35.577,0.3955
45,2,Raw,1,984.229,696.716,49.676,0.2053
45,2,Raw,2,973.819,722.973,86.176,0.0570
45,3,Raw,0,1108.456,642.399,32.036,0.0644
45,3,Raw,1,1240.587,610.475,36.270,0.2592
45,3,Raw,2,1091.511,617.165,52.981,0.0853
46,0,Raw,0,1074.362,665.345,35.284,0.2829
46,0,Raw,1,1227.451,635.581,47.731,0.1098
46,1,Raw,0,822.923,605.947,32.095,0.0979
46,1,Raw,1,998.223,602.389,37.596,0.3062
46,1,Raw,2,809.760,576.683,53.502,0.1039
46,2,Raw,0,945.293,717.030,30.190,0.0575
46,2,Raw,1,719.237,697.024,35.666,0.2823
46,2,Raw,2,955.641,688.881,50.048,0.1531
46,3,Raw,0,1186.639,644.901,36.077,0.1378
46,3,Raw,1,1162.398,605.600,50.368,0.1108
47,0,Raw,0,1004.018,681.760,32.917,0.0608
47,0,Raw,1,935.604,683.925,35.476,0.2729
47,0,Raw,2,1156.364,653.754,50.425,0.1235
47,1,Raw,0,870.420,626.671,31.086,0.0753
47,1,Raw,1,943.686,648.424,37.436,0.2284
47,1,Raw,2,867.108,595.109,52.026,0.1840
47,2,Raw,0,706.178,710.997,32.168,0.0695
47,2,Raw,1,652.523,705.222,36.068,0.2873
47,2,Raw,2,867.033,695.911,50.190,0.1142
47,3,Raw,0,1045.350,677.687,36.491,0.2000
47,3,Raw,1,1152.762,628.430,52.757,0.1139
48,0,Raw,0,796.114,666.019,35.446,0.2525
48,0,Raw,1,1028.290,688.592,49.490,0.1097
48,1,Raw,0,897.075,675.332,34.797,0.0507
48,1,Raw,1,896.365,646.493,52.359,0.1554
48,2,Raw,0,581.269,676.575,35.229,0.2746
48,2,Raw,1,751.314,718.585,49.978,0.1314
48,3,Raw,0,910.184,673.434,36.624,0.2522
48,3,Raw,1,1084.323,674.022,50.011,0.1192
49,0,Raw,0,677.095,669.718,35.581,0.2789
49,0,Raw,1,904.418,700.481,49.485,0.1011
49,1,Raw,0,856.048,672.889,37.160,0.1659
49,1,Raw,1,910.606,670.145,55.106,0.0663
49,2,Raw,0,516.804,669.082,35.644,0.2677
49,2,Raw,1,647.613,718.074,49.181,0.1232
49,3,Raw,0,859.581,697.169,33.894,0.0709
49,3,Raw,1,798.688,688.157,37.451,0.2420
49,3,Raw,2,1008.306,695.891,49.084,0.0886
50,0,Raw,0,582.712,661.479,35.953,0.2453
50,0,Raw,1,811.056,704.672,49.226,0.1192
50,1,Raw,0,852.502,677.684,38.553,0.1288
50,1,Raw,1,893.600,689.167,55.282,0.0800
50,2,Raw,0,450.585,653.462,35.573,0.2386
50,2,Raw,1,591.325,714.686,48.514,0.0811
50,3,Raw,0,725.526,688.194,37.308,0.2698
50,3,Raw,1,926.401,710.191,49.949,0.0900
51,0,Raw,0,571.885,671.691,32.010,0.0517
51,0,Raw,1,512.402,649.280,35.750,0.2488
51,0,Raw,2,737.885,706.774,49.826,0.1353
51,1,Raw,0,876.780,666.357,36.236,0.1224
51,1,Raw,1,876.177,703.847,54.040,0.0846
51,2,Raw,0,387.082,632.553,35.561,0.2724
51,2,Raw,1,550.037,711.451,49.410,0.1073
51,3,Raw,0,689.099,680.270,37.386,0.2924
51,3,Raw,1,857.760,721.522,50.846,0.1271
52,0,Raw,0,526.196,675.132,32.298,0.0644
52,0,Raw,1,461.514,655.784,35.434,0.2457
52,0,Raw,2,690.276,699.631,49.679,0.1271
52,1,Raw,0,903.289,680.181,37.354,0.1193
52,2,Raw,0,333.704,634.406,35.413,0.3267
52,2,Raw,1,519.063,700.730,49.237,0.0980
52,3,Raw,0,668.786,692.249,37.352,0.2715
52,3,Raw,1,817.202,718.022,51.263,0.1063
53,0,Raw,0,430.529,658.099,35.759,0.2457
53,0,Raw,1,660.722,697.275,49.473,0.1526
53,1,Raw,0,913.059,685.815,38.523,0.1562
53,2,Raw,0,305.591,632.937,35.929,0.3409
53,2,Raw,1,495.101,694.142,49.296,0.1153
53,3,Raw,0,652.488,696.755,36.991,0.2659
53,3,Raw,1,796.028,716.866,50.790,0.1113
54,0,Raw,0,474.905,671.680,31.983,0.0627
54,0,Raw,1,411.850,652.212,35.289,0.2248
54,0,Raw,2,639.686,700.135,49.688,0.1639
54,1,Raw,0,911.749,681.878,38.591,0.1298
54,2,Raw,0,291.657,624.897,35.557,0.2936
54,2,Raw,1,473.673,694.757,48.615,0.1084
54,3,Raw,0,637.617,692.405,37.307,0.2715
54,3,Raw,1,788.145,721.389,51.126,0.1104
55,0,Raw,0,398.328,653.690,35.224,0.2127
55,0,Raw,1,628.226,698.992,49.536,0.0997
55,1,Raw,0,906.629,707.150,54.255,0.0956
55,2,Raw,0,286.853,626.668,35.813,0.2582
55,2,Raw,1,449.856,690.842,48.405,0.1051
55,3,Raw,0,784.459,749.584,30.856,0.0523
55,3,Raw,1,622.167,696.520,36.963,0.2659
