Frame,Camera,Status,PointIdx,X,Y,Radius,Metric
57,3,Raw,0,583.619,663.280,35.709,0.1862
57,3,Raw,1,808.230,662.946,47.040,0.2905
57,2,Raw,0,369.103,684.665,35.921,0.3732
57,2,Raw,1,560.571,662.097,47.161,0.3325
57,1,Raw,0,347.143,759.811,36.948,0.2218
57,1,Raw,1,391.311,724.164,48.894,0.2264
58,2,Raw,0,525.882,699.572,36.036,0.2740
58,2,Raw,1,702.091,683.091,47.046,0.3101
58,0,Raw,0,754.770,703.799,35.251,0.1510
58,0,Raw,1,905.927,727.224,45.449,0.3150
58,1,Raw,0,484.117,759.861,36.496,0.2053
58,1,Raw,1,501.883,731.641,48.783,0.2497
58,3,Raw,0,672.974,691.033,35.719,0.1374
58,3,Raw,1,901.119,695.190,46.568,0.3164
59,2,Raw,0,588.265,704.306,35.491,0.3292
59,2,Raw,1,770.294,682.429,47.328,0.3537
59,1,Raw,0,514.911,759.226,37.313,0.1978
59,1,Raw,1,541.750,725.624,48.270,0.2412
59,0,Raw,0,776.635,717.247,35.084,0.1331
59,0,Raw,1,922.636,736.242,44.900,0.3505
59,3,Raw,0,730.156,701.185,35.653,0.1361
59,3,Raw,1,958.311,700.143,47.060,0.2802
60,1,Raw,0,496.168,754.747,36.537,0.2880
60,1,Raw,1,588.228,723.836,49.255,0.2920
60,0,Raw,0,816.481,716.738,36.827,0.1161
60,0,Raw,1,910.613,743.629,45.084,0.3785
60,2,Raw,0,604.792,699.697,36.167,0.2841
60,2,Raw,1,819.931,686.021,47.747,0.3469
60,3,Raw,0,769.480,698.774,35.071,0.1964
60,3,Raw,1,983.569,707.899,46.782,0.3285
61,1,Raw,0,484.300,741.405,36.846,0.2763
61,1,Raw,1,637.029,722.211,48.559,0.3568
61,2,Raw,0,645.405,688.308,35.665,0.2407
61,2,Raw,1,879.048,689.612,47.520,0.3184
61,0,Raw,0,904.991,752.882,44.940,0.3359
61,3,Raw,0,837.885,693.682,34.655,0.1751
61,3,Raw,1,1017.646,715.287,47.215,0.3069
62,1,Raw,0,534.027,756.719,36.622,0.3806
62,1,Raw,1,711.368,701.792,48.144,0.3930
62,0,Raw,0,888.149,747.394,44.930,0.3650
62,2,Raw,0,727.411,709.383,35.534,0.2018
62,2,Raw,1,959.485,677.434,47.892,0.3368
62,3,Raw,0,905.688,721.627,35.641,0.1878
62,3,Raw,1,1059.686,709.196,47.133,0.2717
63,1,Raw,0,654.381,749.873,36.147,0.3513
63,1,Raw,1,819.409,698.330,47.756,0.3889
63,0,Raw,0,839.529,758.786,45.190,0.2153
63,2,Raw,0,821.286,714.699,35.872,0.1951
63,2,Raw,1,1054.812,685.353,47.555,0.3002
63,3,Raw,0,919.412,730.865,35.327,0.1651
63,3,Raw,1,1087.104,722.044,48.195,0.3048
64,0,Raw,0,814.288,759.127,45.056,0.1940
64,1,Raw,0,758.194,757.644,36.584,0.3234
64,1,Raw,1,869.240,692.098,48.506,0.3862
64,2,Raw,0,874.082,731.928,36.016,0.2945
64,2,Raw,1,1096.540,684.378,47.243,0.3367
64,3,Raw,0,891.872,748.152,35.843,0.1605
64,3,Raw,1,1096.363,723.538,47.800,0.2878
65,0,Raw,0,809.903,746.596,44.410,0.2405
65,1,Raw,0,758.686,765.187,36.530,0.2676
65,1,Raw,1,857.993,683.517,48.732,0.4321
65,2,Raw,0,862.396,738.535,35.544,0.2267
65,2,Raw,1,1076.723,674.349,48.335,0.3211
65,3,Raw,0,874.278,753.725,35.329,0.1885
65,3,Raw,1,1079.991,711.769,47.292,0.3166
66,0,Raw,0,811.632,744.011,44.960,0.2751
66,1,Raw,0,778.102,773.132,37.018,0.1264
66,1,Raw,1,834.897,686.333,48.206,0.3756
66,2,Raw,0,853.314,746.936,36.136,0.3341
66,2,Raw,1,1048.316,675.146,47.867,0.2952
66,3,Raw,0,843.702,758.845,35.781,0.1669
66,3,Raw,1,1060.758,709.556,48.362,0.2636
67,0,Raw,0,663.647,759.703,35.167,0.1382
67,0,Raw,1,791.549,752.141,45.486,0.3272
67,1,Raw,0,810.905,757.551,36.455,0.3299
67,1,Raw,1,859.726,694.027,47.987,0.3609
67,2,Raw,0,867.628,734.511,36.523,0.3516
67,2,Raw,1,1061.758,684.697,47.550,0.2774
67,3,Raw,0,830.869,746.883,35.740,0.1534
67,3,Raw,1,1056.469,719.375,47.992,0.2396
68,0,Raw,0,737.045,739.423,45.076,0.3011
68,1,Raw,0,915.862,681.419,47.845,0.3305
68,3,Raw,0,1028.606,711.462,47.588,0.2653
68,2,Raw,0,910.681,774.931,36.793,0.1641
68,2,Raw,1,1081.510,676.972,47.983,0.2957
69,0,Raw,0,692.451,739.277,45.221,0.3357
69,3,Raw,0,969.709,716.805,47.871,0.2458
69,1,Raw,0,919.418,693.217,48.240,0.2997
69,2,Raw,0,1042.970,686.737,48.486,0.2886
70,0,Raw,0,433.009,745.385,35.431,0.1163
70,0,Raw,1,635.392,764.198,45.851,0.2385
70,3,Raw,0,645.915,753.882,36.194,0.2446
70,3,Raw,1,865.303,750.809,47.804,0.2071
70,1,Raw,0,976.507,767.329,36.851,0.1248
70,1,Raw,1,889.605,745.566,47.808,0.2610
70,2,Raw,0,850.967,753.331,36.569,0.2329
70,2,Raw,1,948.471,731.025,49.065,0.2089
71,0,Raw,0,374.992,742.972,34.343,0.1426
71,0,Raw,1,586.135,748.250,45.454,0.3088
71,3,Raw,0,535.570,761.037,36.362,0.2100
71,3,Raw,1,743.871,743.393,47.191,0.2513
71,2,Raw,0,752.075,769.920,37.090,0.1647
71,2,Raw,1,823.090,735.381,48.944,0.1854
71,1,Raw,0,835.265,759.197,48.300,0.2299
72,0,Raw,0,322.379,728.862,34.405,0.1131
72,0,Raw,1,529.099,746.852,45.723,0.2404
72,3,Raw,0,463.311,752.024,36.170,0.2231
72,3,Raw,1,675.992,747.913,47.261,0.2727
72,2,Raw,0,703.069,768.232,36.699,0.1260
72,2,Raw,1,784.910,746.520,48.549,0.1598
72,1,Raw,0,849.082,770.833,48.388,0.1638
73,0,Raw,0,291.979,720.000,35.535,0.1032
73,0,Raw,1,475.614,741.635,45.214,0.2243
73,2,Raw,0,639.794,771.803,36.834,0.1405
73,2,Raw,1,774.335,750.568,48.482,0.2011
